Mã chỉ thị xuất kho,Mã quản lý tồn kho,Ngày giờ xác định xuất kho,Mã linh kiện,Tên linh kiện,Số lượng ,Xuất kho toàn số lượng,Mã nhà cung cấp,Tên nhà cung cấp,Ghi chú khi xuất kho,Thông tin truy xuất,Vị trí .Type,Vị trí,Vị trí store,Số QM Lot,Số PO,Phân loại nhập kho,Số Prod order/Invoice,Từ khóa đóng gói,Số Container,Nhà máy,Thẻ vàng,Xuất kho NG,Hủy bỏ xuất kho,Biểu tượng xuất kho mobile,Biểu tượng xuất kho khẩn cấp,Số lẻ,Biểu tượng trộn lẫn,Block,Dãy,Cột,Tầng,Số lượng lớn nhất / thùng,Số thùng lớn nhất / Pallet,Số lượng lớn nhất / Pallet,Ngày giờ xuất kho,ID người phụ trách xuất kho,Người phụ trách xuất kho,ID người chỉ thị xuất kho,Người chỉ thị xuất kho,ID người chỉ định xuất kho,Người xác định xuất kho,Số lượng xuất kho,Thời gian xuất kho tạm thời,ID người thực hiện xuất kho tạm thời,Người thực hiện xuất kho tạm thời,Ngày giờ nhận hàng,ID người thay đổi sau cùng,Người cập nhật cuối cùng,Ngày giờ cập nhật cuối cùng
,,,,,,,,,,,,,,,,,,,,,,,,X,X,F5T3-MC ROOM-WH,3MCR,82,2,40,3,120,01/12/2023 8:29,,,EX5,Export F5,EX5,Export F5,,,,,30/11/2023 14:17,EX5,Export F5,01/12/2023 8:29,
,,,,,,,,,,,,,,,,,,,,,,,,,,F5T3-MC ROOM-WH,3MCR,84,2,40,3,120,01/12/2023 8:29,,,EX5,Export F5,EX5,Export F5,,,,,30/11/2023 14:17,EX5,Export F5,01/12/2023 8:29,
